resume_hash,job_hash,hand_firm,hand_app
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,2.0,2.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,e3a436627c3b9c66ff5d79bcf0fb1d6d90e0ac6b154413c0cc79586929a9fe91,1.0,1.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,5.0,5.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,5.0,5.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,5.0,5.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,5.0,5.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,3.0,3.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,3.0,3.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,3.0,3.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,5.0,5.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,5.0,5.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,8.0,8.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,4.0,4.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,3.0,3.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,2117b0a252452b4f9609b4d113ddd472a7e229184b9db4fcf91af9615eaa4308,1.0,1.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,4.0,4.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,4.0,4.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,1.0,1.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,1.0,1.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,1.0,1.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,1.0,1.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,5.0,5.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,4.0,4.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,4.0,4.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,5.0,5.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,3.0,3.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,4.0,4.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,c8e89235d6b67322590dd97bb68217d3ed2bece9de97aa4aeaf8c5560069c1f8,2.0,2.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,6.0,6.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,3.0,3.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,1.0,1.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,1.0,1.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,2.0,2.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,2.0,2.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,1.0,1.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,5.0,5.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,1.0,1.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,3.0,3.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,3.0,3.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,2.0,2.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,5.0,5.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,6.0,6.0
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,5.0,5.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,7.0,7.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,3.0,3.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,3.0,3.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,4.0,4.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,923a0964751fcf2045c66234a0e67b969548c06ba9227819e2607786eba188d8,3.0,3.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,3.0,3.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,3.0,3.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,3.0,3.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,3.0,3.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,3.0,3.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,3.0,3.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,8.0,8.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,4.0,4.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,2.0,2.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,4.0,4.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,4.0,4.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,4.0,4.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,6.0,6.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
20525452eea1ffd76e49775063caa08227a82ade8097c66d2289b928cca5bd4d,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
e67e049324929b6c74322e20a49a0274fdcc646b74e5c9681469bbd6bb755d92,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
02550d11ed1fa52938e9ad56a80bdeecdeb60bd863bc034e7abdcc505a57218b,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
49c009c62e3c4c5b720a0612887c67962b499ec43e3b582b224efe00ed3ab43d,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
5e6d8435febc996920f19f34c791c35d2765eac0eab5008b4b9bc4021013fba8,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
254dc1aac8eb85149831286e64625bfde5cc0a8d5829d52d7646a6ee729d42b8,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
43493547807038bfb594a67dac7c5f49980d71437adcaf4b3ba7e9284d4cbea7,6f9fbc9034f70e8a0588a34a78bbd423d81c0936efe8862ad7cc04d358e094b6,1.0,1.0
3e8d4c3c7e14517d3f2f93e43f03f7a72318109e4890a5e7160792cf126f1622,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
5359de721605a74a407da7d2bd87bea802f83c49964864d114d6bfe2ef7e58d3,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,5.0,5.0
9546d207665f849e2fc237188ed61549c391f9d007bed6907b3582665f3f2dcc,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
d57991831b31afc5a8c92bd54ff2eacf272a27f468a44da540d57c07bc42e182,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,3.0,3.0
69d4fb863db3f994bab2f4d3cd1571f7ddde948d1472c8fdaa817c41d59a8705,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,6.0,6.0
ad69950970772206712390455f34ddd240f0b92fa52603bc55c4822a75f7b79a,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
b4f508cc9a361392c70c820d27c7948c7ae8c93dff0c293e18430a39cedbd4cc,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
92288a16a3546243cfe3fa0198cdb03b2b0feea557cb0423d64b872f9c8b041c,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
3bd026154cd0dc6f09b9f3f83d7ba403e4d4a3185c59257288183d356bdccb96,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
0cdb4a863d8a0bd85725f7342cd75fd220d362ad41edf348df41339b331a3ff0,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
377cd7cac0e4d28e03cdaf821ea5e8d3f0391aded052a4e18831b6527510420b,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,7.0,7.0
55a4bfc3f7c88477fcdc23193c2195206139d7d8b951ba8236c72939d72cdab2,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
f14e830a27a264664edb8fbe2809dac18c82066dc70652752f006bdba1d1822b,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
9763cf8a44a4410f5645b8fc1349fcad9f8fa048a480025b26ac9bef6c2e340c,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
fb6e94ddc903a893f993abfb9b478861705f09f73e43cc3634242223353594c8,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,5.0,5.0
1189cdb6afaa5f5674ab710640b65066322bee95dc14931aeefec010fd8861f2,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
0f0cfb3d3df47795644b9a6e4d817e126eedbaf86c57c3f335188552f5d88305,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
0413f9892f242cddf304f67974b9ee39736f00e0ecaeeeb2e932fc77c2ad0c49,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
6a0f5960543a3ef9b4c48bad11b026f7a607514023b7bf9f7377f96e5b40a279,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,2.0,2.0
8f860ced0f7613a2aca4e5f3a449adee74475dc9066e6273f9138b94968c9f06,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,3.0,3.0
65235e98a4156f2d2f3bd61f31d3dff3b4a7018fd8474d98b3ca226640be0ffe,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,5.0,5.0
4a0f33ce06d01fc83b0e72e326556646837aadea2bae6086053cfcf23d5e970c,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,3.0,3.0
982edbaf455afc42f1c1dc9308cbc2c15245716445ffd30264601beccc3d0ab5,91ffa52ffd650779a28a4cdc0716bdb4a132634a708eaaabad5dfdb42e273530,3.0,3.0
